di_code,st_code,state23,dist23,A00_p10,A00_p50,A00_p90,A00_sum,A00_mean,A00_min,A00_max,A00_count
521,28,ANDHRA PRADESH,VIZIANAGARAM,-0.04822760476738937,-9.232428837744706E-4,0.055363321799302895,15027.936048217258,0.0020755238450361033,-0.1929104190695886,0.24415224913494812,7256513
523,28,ANDHRA PRADESH,WEST GODAVARI,-0.032541330257587105,0.013840830449827887,0.06698961937717333,156404.8805998216,0.016091539224107446,-0.2069357939254133,0.2599000384467512,9731922
628,12,ARUNACHAL PRADESH,ANJAW,-0.04822760476739485,0.05173394848134477,0.11909265667053404,317843.83477010246,0.041805917479119055,-0.19986159169550174,0.2364628988850442,7611073
229,12,ARUNACHAL PRADESH,CHANGLANG,0.004489937937093397,0.11909265667053613,0.17279507881576536,636558.1566278494,0.10241710012985393,-0.17937716262975778,0.2761399461745483,6227191
230,12,ARUNACHAL PRADESH,DIBANG VALLEY,-0.07111111111111953,0.032541330257587556,0.10851211072665644,293030.51062444795,0.024029146424882235,-0.22145328719723184,0.2519646289888504,12207130
231,12,ARUNACHAL PRADESH,EAST KAMENG,-0.013840830449827415,0.09356401384088057,0.14769703960009473,439396.4795584461,0.07916772228472489,-0.2069357939254133,0.29287197231833906,5558425
233,12,ARUNACHAL PRADESH,KURUNG KUMEY,-0.05911572472125638,0.06299115724725031,0.12456747404847773,272395.8921313864,0.04852032094020083,-0.2069357939254133,0.24415224913494812,5621269
234,12,ARUNACHAL PRADESH,LOHIT,-0.02712802768166222,0.0797231833910161,0.14769703960011515,271855.9312636396,0.07050962211919462,-0.17279507881584008,0.2599000384467512,3863405
235,12,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,-0.04158400615147207,0.06299115724721743,0.13016532103032746,241483.91186833612,0.053863679540324935,-0.16633602460592078,0.2599000384467512,4491587
237,12,ARUNACHAL PRADESH,PAPUMPARE,0.03543252595156059,0.10851211072665091,0.16633602460585747,451657.16140577,0.10443093801138152,-0.16000000000000003,0.29287197231833906,4333778
238,12,ARUNACHAL PRADESH,TAWANG,-0.07111111111111813,0.006829770353189667,0.0888273740868638,22452.587056244567,0.00725723079182615,-0.19986159169550174,0.21413302575932336,3100277
239,12,ARUNACHAL PRADESH,TIRAP,0.03844675124952175,0.1034063821607371,0.15999999999997863,150081.50889630924,0.10202292834604779,-0.11909265667051133,0.2599000384467512,1474824
