system:index,GEOID,GFD_sum,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,.geo
000000000000000000f2,x23415,10287.007843137255,"MADHYA PRADESH, MANDLA",7.22655928501E9,711614.128094,415,MANDLA,23,"MADHYA PRADESH, MANDLA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,x23416,115457.37254901967,"MADHYA PRADESH, MANDSAUR",5.33471411928E9,557027.222995,416,MANDSAUR,23,"MADHYA PRADESH, MANDSAUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,x23417,5769.380392156859,"MADHYA PRADESH, MORENA",4.80276155171E9,630246.717112,417,MORENA,23,"MADHYA PRADESH, MORENA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,x23418,730.4,"MADHYA PRADESH, NARSHIMAPURA",4.9392864061E9,556315.978342,418,NARSHIMAPURA,23,"MADHYA PRADESH, NARSHIMAPURA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,x23419,80804.11764705883,"MADHYA PRADESH, NIMACH",4.12245989305E9,646368.776792,419,NIMACH,23,"MADHYA PRADESH, NIMACH",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,x23420,11281.93725490196,"MADHYA PRADESH, PANNA",6.82602123304E9,884627.45494,420,PANNA,23,"MADHYA PRADESH, PANNA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,x23421,10446.486274509803,"MADHYA PRADESH, RAISEN",8.15221413907E9,787204.114979,421,RAISEN,23,"MADHYA PRADESH, RAISEN",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127,x23422,13585.415686274511,"MADHYA PRADESH, RAJGARH",5.92918066542E9,463591.495563,422,RAJGARH,23,"MADHYA PRADESH, RAJGARH",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,x23423,7328.105882352939,"MADHYA PRADESH, RATLAM",4.66862353601E9,559323.236737,423,RATLAM,23,"MADHYA PRADESH, RATLAM",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f,x23424,5791.35294117647,"MADHYA PRADESH, REWA",6.05596320337E9,658363.875647,424,REWA,23,"MADHYA PRADESH, REWA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132,x23425,11159.462745098046,"MADHYA PRADESH, SAGAR",9.87221440974E9,1022387.60783,425,SAGAR,23,"MADHYA PRADESH, SAGAR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a,x23426,94295.10196078435,"MADHYA PRADESH, SATNA",7.23577880465E9,1018097.64877,426,SATNA,23,"MADHYA PRADESH, SATNA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,x23427,5738.321568627451,"MADHYA PRADESH, SEHORE",6.31735156776E9,863302.649579,427,SEHORE,23,"MADHYA PRADESH, SEHORE",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,x23428,10167.803921568628,"MADHYA PRADESH, SEONI",8.43027148059E9,705550.062739,428,SEONI,23,"MADHYA PRADESH, SEONI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140,x23429,55161.023529411745,"MADHYA PRADESH, SHAHDOL",5.46204726887E9,603888.986361,429,SHAHDOL,23,"MADHYA PRADESH, SHAHDOL",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,x23430,6090.152941176471,"MADHYA PRADESH, SHAJAPUR",3.32901591592E9,447265.160583,430,SHAJAPUR,23,"MADHYA PRADESH, SHAJAPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144,x23431,5327.905882352939,"MADHYA PRADESH, SHEOPUR",6.35871101875E9,548588.244768,431,SHEOPUR,23,"MADHYA PRADESH, SHEOPUR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147,x23432,33444.31764705882,"MADHYA PRADESH, SHIVPURI",9.89470146627E9,853079.685333,432,SHIVPURI,23,"MADHYA PRADESH, SHIVPURI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a,x23433,2102.0392156862745,"MADHYA PRADESH, SIDHI",4.59174550626E9,519227.094551,433,SIDHI,23,"MADHYA PRADESH, SIDHI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,x23638,11142.305882352943,"MADHYA PRADESH, SINGRAULI",5.54391386565E9,511442.161799,638,SINGRAULI,23,"MADHYA PRADESH, SINGRAULI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165,x23434,5734.780392156867,"MADHYA PRADESH, TIKAMGARH",3.58044183041E9,422276.717262,434,TIKAMGARH,23,"MADHYA PRADESH, TIKAMGARH",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b,x23435,8027.180392156865,"MADHYA PRADESH, UJJAIN",5.86714363821E9,723405.046575,435,UJJAIN,23,"MADHYA PRADESH, UJJAIN",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c,x23436,23908.929411764704,"MADHYA PRADESH, UMARIA",4.40212414708E9,466708.658878,436,UMARIA,23,"MADHYA PRADESH, UMARIA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173,x23437,9762.658823529413,"MADHYA PRADESH, VIDISHA",7.02213850129E9,682297.631404,437,VIDISHA,23,"MADHYA PRADESH, VIDISHA",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d,x23414,7477.031372549017,"MADHYA PRADESH, WEST NIMAR",7.72728087324E9,675714.323097,414,WEST NIMAR,23,"MADHYA PRADESH, WEST NIMAR",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8,x23722,920.3803921568629,"MADHYA PRADESH, NIVARI",1.27195199315E9,478725.88532,722,NIVARI,23,"MADHYA PRADESH, NIVARI",MADHYA PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,x27466,17485.1411764706,"MAHARASHTRA, AHAMADNAGAR",1.65507973486E10,1367396.16826,466,AHAMADNAGAR,27,"MAHARASHTRA, AHAMADNAGAR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,x27467,1046.8823529411764,"MAHARASHTRA, AKOLA",5.24708231811E9,611947.200511,467,AKOLA,27,"MAHARASHTRA, AKOLA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,x27468,6781.521568627457,"MAHARASHTRA, AMARAVATI",1.17623890919E10,932435.49998,468,AMARAVATI,27,"MAHARASHTRA, AMARAVATI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be,x27469,12726.34509803921,"MAHARASHTRA, AURANGABAD",9.77829657599E9,863383.818773,469,AURANGABAD,27,"MAHARASHTRA, AURANGABAD",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7,x27471,1165.262745098039,"MAHARASHTRA, BHANDARA",3.98787595798E9,500711.942435,471,BHANDARA,27,"MAHARASHTRA, BHANDARA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,x27470,7435.450980392158,"MAHARASHTRA, BID",1.02765728455E10,931334.13519,470,BID,27,"MAHARASHTRA, BID",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,x27472,4757.062745098038,"MAHARASHTRA, BULDHANA",9.40129979044E9,748817.147515,472,BULDHANA,27,"MAHARASHTRA, BULDHANA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf,x27473,3557.999999999999,"MAHARASHTRA, CHANDRAPUR",1.09760020071E10,678345.456653,473,CHANDRAPUR,27,"MAHARASHTRA, CHANDRAPUR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,x27474,4439.298039215686,"MAHARASHTRA, DHULE",6.92896348086E9,615312.933892,474,DHULE,27,"MAHARASHTRA, DHULE",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,x27475,3200.6352941176474,"MAHARASHTRA, GADCHIROLI",1.4017683711E10,920122.858807,475,GADCHIROLI,27,"MAHARASHTRA, GADCHIROLI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,x27476,4893.611764705882,"MAHARASHTRA, GONDIA",4.99532613493E9,527555.690964,476,GONDIA,27,"MAHARASHTRA, GONDIA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,x27477,3968.4431372549025,"MAHARASHTRA, HINGOLI",4.55553334749E9,498581.111436,477,HINGOLI,27,"MAHARASHTRA, HINGOLI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,x27478,13736.784313725484,"MAHARASHTRA, JALGAON",1.13697813853E10,824987.501403,478,JALGAON,27,"MAHARASHTRA, JALGAON",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,x27479,2696.921568627451,"MAHARASHTRA, JALNA",7.41996677288E9,700656.759192,479,JALNA,27,"MAHARASHTRA, JALNA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ff,x27480,4552.078431372548,"MAHARASHTRA, KOLHAPUR",7.5062086198E9,945182.456423,480,KOLHAPUR,27,"MAHARASHTRA, KOLHAPUR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,x27481,2437.180392156863,"MAHARASHTRA, LATUR",6.99188139098E9,549557.848138,481,LATUR,27,"MAHARASHTRA, LATUR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215,x27482,191.56470588235294,"MAHARASHTRA, MUMBAI CITY",6.20338592334E7,61422.9777795,482,MUMBAI CITY,27,"MAHARASHTRA, MUMBAI CITY",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a,x27484,10129.243137254898,"MAHARASHTRA, NAGPUR",9.53867232058E9,650985.898037,484,NAGPUR,27,"MAHARASHTRA, NAGPUR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d,x27485,1811.207843137255,"MAHARASHTRA, NANDED",1.01993216606E10,1053017.43073,485,NANDED,27,"MAHARASHTRA, NANDED",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021e,x27486,4590.415686274511,"MAHARASHTRA, NANDURBAR",5.73640113856E9,723808.465229,486,NANDURBAR,27,"MAHARASHTRA, NANDURBAR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021f,x27487,12552.24705882353,"MAHARASHTRA, NASHIK",1.49798517716E10,897467.638098,487,NASHIK,27,"MAHARASHTRA, NASHIK",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,x27488,6513.466666666668,"MAHARASHTRA, USMANABAD",7.35856206719E9,812462.780992,488,USMANABAD,27,"MAHARASHTRA, USMANABAD",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000225,x27665,2428.635294117647,"MAHARASHTRA, PALGHAR",5.09456881094E9,473314.444913,665,PALGHAR,27,"MAHARASHTRA, PALGHAR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a,x27489,2667.956862745097,"MAHARASHTRA, PARBHANI",6.10520672199E9,595317.48249,489,PARBHANI,27,"MAHARASHTRA, PARBHANI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231,x27490,17432.129411764705,"MAHARASHTRA, PUNE",1.51817924608E10,1021913.71844,490,PUNE,27,"MAHARASHTRA, PUNE",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235,x27491,1823.0156862745098,"MAHARASHTRA, RAYGAD",6.77238090046E9,712807.604282,491,RAYGAD,27,"MAHARASHTRA, RAYGAD",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,x27492,188.96470588235297,"MAHARASHTRA, RATNAGIRI",8.08175731055E9,733803.821237,492,RATNAGIRI,27,"MAHARASHTRA, RATNAGIRI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e,x27493,1327.8549019607844,"MAHARASHTRA, SANGLI",8.39193025502E9,947268.375846,493,SANGLI,27,"MAHARASHTRA, SANGLI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242,x27494,6611.121568627452,"MAHARASHTRA, SATARA",1.01946588591E10,725488.712661,494,SATARA,27,"MAHARASHTRA, SATARA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,x27495,628.278431372549,"MAHARASHTRA, SINDHUDURG",5.00089103416E9,607457.841605,495,SINDHUDURG,27,"MAHARASHTRA, SINDHUDURG",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a,x27496,8479.054901960782,"MAHARASHTRA, SOLAPUR",1.4450282152E10,1286705.84716,496,SOLAPUR,27,"MAHARASHTRA, SOLAPUR",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,x27483,517.6941176470588,"MAHARASHTRA, SUB URBAN MUMBAI",4.18051976499E8,118690.855653,483,SUB URBAN MUMBAI,27,"MAHARASHTRA, SUB URBAN MUMBAI",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,x27497,1109.8627450980393,"MAHARASHTRA, THANE",4.13610017966E9,438859.059026,497,THANE,27,"MAHARASHTRA, THANE",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,x27498,5417.690196078427,"MAHARASHTRA, WARDHA",6.08317272876E9,494888.00371,498,WARDHA,27,"MAHARASHTRA, WARDHA",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,x27499,433.71764705882356,"MAHARASHTRA, WASHIM",4.95581138429E9,600302.4452,499,WASHIM,27,"MAHARASHTRA, WASHIM",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261,x27500,8091.313725490198,"MAHARASHTRA, YAVATMAL",1.31216393037E10,928990.412983,500,YAVATMAL,27,"MAHARASHTRA, YAVATMAL",MAHARASHTRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,x14252,11391.937254901964,"MANIPUR, BISHNUPUR",4.61820332272E8,158213.286308,252,BISHNUPUR,14,"MANIPUR, BISHNUPUR",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,x14253,0.0,"MANIPUR, CHANDEL",1.89650241881E9,237512.985874,253,CHANDEL,14,"MANIPUR, CHANDEL",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,x14254,239.9686274509804,"MANIPUR, CHURACHANDPUR",2.34183774798E9,288454.45405,254,CHURACHANDPUR,14,"MANIPUR, CHURACHANDPUR",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,x14256,3526.58431372549,"MANIPUR, IMPHAL WEST",4.68816414148E8,195028.390398,256,IMPHAL WEST,14,"MANIPUR, IMPHAL WEST",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6,x14255,1250.7882352941178,"MANIPUR, IMPHAL EAST",4.16259005407E8,179407.796001,255,IMPHAL EAST,14,"MANIPUR, IMPHAL EAST",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7,x14713,0.0,"MANIPUR, JIRIBAM",2.83570156561E8,135285.963501,713,JIRIBAM,14,"MANIPUR, JIRIBAM",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,x14260,0.0,"MANIPUR, UKHRUL",2.01147067078E9,269579.396475,260,UKHRUL,14,"MANIPUR, UKHRUL",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243,x14257,6.749019607843137,"MANIPUR, SENAPATI",1.68336728612E9,240669.076361,257,SENAPATI,14,"MANIPUR, SENAPATI",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,x14258,3.980392156862745,"MANIPUR, TAMENGLONG",2.90183087708E9,377796.105229,258,TAMENGLONG,14,"MANIPUR, TAMENGLONG",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253,x14259,6625.474509803921,"MANIPUR, THOUBAL",3.78152455384E8,130368.883967,259,THOUBAL,14,"MANIPUR, THOUBAL",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,x14717,7.858823529411764,"MANIPUR, KAMJONG",2.29104622812E9,238791.207687,717,KAMJONG,14,"MANIPUR, KAMJONG",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c,x14714,5.0,"MANIPUR, NONEI",1.1336517756E9,208746.501245,714,NONEI,14,"MANIPUR, NONEI",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,x14715,0.0,"MANIPUR, PHERZAWL",2.06270791589E9,276653.030631,715,PHERZAWL,14,"MANIPUR, PHERZAWL",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e,x14716,0.0,"MANIPUR, TENGNOUPAL",1.18278507336E9,180746.759576,716,TENGNOUPAL,14,"MANIPUR, TENGNOUPAL",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f,x14712,38.14509803921569,"MANIPUR, KANGPOKPI",1.66586494194E9,509252.091879,712,KANGPOKPI,14,"MANIPUR, KANGPOKPI",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000270,x14711,2851.5686274509803,"MANIPUR, KAKCHING",3.07735976305E8,116224.397022,711,KAKCHING,14,"MANIPUR, KAKCHING",MANIPUR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,x17273,265.3254901960785,"MEGHALAYA, EAST GARO HILLS",1.52177845958E9,241796.988966,273,EAST GARO HILLS,17,"MEGHALAYA, EAST GARO HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,x17274,698.8431372549019,"MEGHALAYA, EAST KHASI HILLS",2.73597947727E9,331204.469585,274,EAST KHASI HILLS,17,"MEGHALAYA, EAST KHASI HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,x17657,75.92941176470589,"MEGHALAYA, EAST JAINTIA HILLS",1.93729311624E9,266454.388424,657,EAST JAINTIA HILLS,17,"MEGHALAYA, EAST JAINTIA HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156,x17277,3.0,"MEGHALAYA, SOUTH GARO HILLS",1.76502538745E9,286551.38231,277,SOUTH GARO HILLS,17,"MEGHALAYA, SOUTH GARO HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,x17278,27767.784313725504,"MEGHALAYA, WEST GARO HILLS",2.5591813966E9,363414.270078,278,WEST GARO HILLS,17,"MEGHALAYA, WEST GARO HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c,x17279,1009.4000000000001,"MEGHALAYA, WEST KHASI HILLS",3.77264606701E9,414577.576695,279,WEST KHASI HILLS,17,"MEGHALAYA, WEST KHASI HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,x17276,2054.913725490197,"MEGHALAYA, RI-BHOI",2.28235241565E9,404635.826002,276,RI-BHOI,17,"MEGHALAYA, RI-BHOI",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,x17658,4.866666666666667,"MEGHALAYA, SOUTH WEST KHASI HILLS",1.256652986E9,248011.35333,658,SOUTH WEST KHASI HILLS,17,"MEGHALAYA, SOUTH WEST KHASI HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192,x17663,1636.4509803921574,"MEGHALAYA, SOUTH WEST GARO HILLS",8.05376078214E8,145899.015702,663,SOUTH WEST GARO HILLS,17,"MEGHALAYA, SOUTH WEST GARO HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193,x17656,160.07450980392153,"MEGHALAYA, NORTH GARO HILLS",1.20117409544E9,282971.272839,656,NORTH GARO HILLS,17,"MEGHALAYA, NORTH GARO HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,x17275,430.0313725490197,"MEGHALAYA, WEST JAINTIA HILLS",1.73029207837E9,299814.132442,275,WEST JAINTIA HILLS,17,"MEGHALAYA, WEST JAINTIA HILLS",MEGHALAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,x15262,3.9529411764705884,"MIZORAM, CHAMPHAI",3.26984621401E9,417447.646273,262,CHAMPHAI,15,"MIZORAM, CHAMPHAI",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135,x15267,3.0901960784313722,"MIZORAM, SAIHA",1.47279772522E9,279456.276159,267,SAIHA,15,"MIZORAM, SAIHA",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182,x15264,0.3254901960784314,"MIZORAM, LAWNGTLAI",2.33388514033E9,511194.198489,264,LAWNGTLAI,15,"MIZORAM, LAWNGTLAI",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183,x15268,0.0,"MIZORAM, SERCHHIP",1.38974156405E9,315614.096003,268,SERCHHIP,15,"MIZORAM, SERCHHIP",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184,x15263,453.90980392156865,"MIZORAM, KOLASIB",1.43354599208E9,275719.081131,263,KOLASIB,15,"MIZORAM, KOLASIB",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,x15266,2.0,"MIZORAM, MAMIT",2.94874211894E9,420838.467991,266,MAMIT,15,"MIZORAM, MAMIT",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186,x15265,17.172549019607843,"MIZORAM, LUNGLEI",4.36322008477E9,483877.324104,265,LUNGLEI,15,"MIZORAM, LUNGLEI",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,x15261,6.090196078431372,"MIZORAM, AIZAWL",3.06362284213E9,553757.087176,261,AIZAWL,15,"MIZORAM, AIZAWL",MIZORAM,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,x13613,185.23921568627452,"NAGALAND, PAREN",1.75839740613E9,291328.073478,613,PAREN,13,"NAGALAND, PAREN",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc,x13248,0.0,"NAGALAND, PHEK",1.80158266452E9,289810.111563,248,PHEK,13,"NAGALAND, PHEK",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000213,x13250,2994.6823529411763,"NAGALAND, WOKHA",1.54810397991E9,255022.831654,250,WOKHA,13,"NAGALAND, WOKHA",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262,x13244,158.66666666666669,"NAGALAND, DIMAPUR",7.3410444928E8,260538.99712,244,DIMAPUR,13,"NAGALAND, DIMAPUR",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,x13245,1.5058823529411764,"NAGALAND, KOHIMA",1.26474830239E9,220033.109146,245,KOHIMA,13,"NAGALAND, KOHIMA",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264,x13614,1.0,"NAGALAND, KIPHIRE",1.08731639608E9,191252.727412,614,KIPHIRE,13,"NAGALAND, KIPHIRE",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265,x13251,5.482352941176471,"NAGALAND, ZUNHEBOTO",1.51633211581E9,299587.30264,251,ZUNHEBOTO,13,"NAGALAND, ZUNHEBOTO",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266,x13246,14.992156862745098,"NAGALAND, MOKOKCHUNG",1.54521128671E9,306785.579198,246,MOKOKCHUNG,13,"NAGALAND, MOKOKCHUNG",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,x13247,0.0,"NAGALAND, MON",2.09791519503E9,297229.426625,247,MON,13,"NAGALAND, MON",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268,x13249,0.0,"NAGALAND, TUENSANG",2.05352453316E9,275601.531757,249,TUENSANG,13,"NAGALAND, TUENSANG",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b,x13615,0.0,"NAGALAND, LONGLENG",5.64216056718E8,186647.283069,615,LONGLENG,13,"NAGALAND, LONGLENG",NAGALAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,x21344,19705.180392156868,"ODISHA, ANUGUL",6.1443418831E9,605948.929708,344,ANUGUL,21,"ODISHA, ANUGUL",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,x21345,396.5215686274511,"ODISHA, BOLANGIR (BALANGIR)",6.31835775731E9,560766.022679,345,BOLANGIR (BALANGIR),21,"ODISHA, BOLANGIR (BALANGIR)",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,x21346,82254.76078431368,"ODISHA, BALASORE (BALESHWAR)",3.5813495974E9,554559.334113,346,BALASORE (BALESHWAR),21,"ODISHA, BALASORE (BALESHWAR)",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,x21347,7765.46666666667,"ODISHA, BARAGARH",5.62467439232E9,603877.347305,347,BARAGARH,21,"ODISHA, BARAGARH",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,x21348,102142.25490196083,"ODISHA, BHADRAK",2.41582802529E9,356631.204184,348,BHADRAK,21,"ODISHA, BHADRAK",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,x21350,23906.780392156856,"ODISHA, CUTTACK",3.7200480227E9,623347.49238,350,CUTTACK,21,"ODISHA, CUTTACK",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,x21351,27903.176470588238,"ODISHA, DEOGARH",2.84743241571E9,409810.126003,351,DEOGARH,21,"ODISHA, DEOGARH",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,x21352,5712.26274509804,"ODISHA, DHENKANAL",4.29997717251E9,407088.676251,352,DHENKANAL,21,"ODISHA, DHENKANAL",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,x21353,867.4078431372549,"ODISHA, GAJAPATI",4.00140996253E9,505662.570221,353,GAJAPATI,21,"ODISHA, GAJAPATI",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
