system:index,GEOID,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,sum,.geo
00000000000000000103,x23418,"MADHYA PRADESH, NARSHIMAPURA",4.9392864061E9,556315.978342,418,NARSHIMAPURA,23,"MADHYA PRADESH, NARSHIMAPURA",MADHYA PRADESH,3.08621802431372E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,x23419,"MADHYA PRADESH, NIMACH",4.12245989305E9,646368.776792,419,NIMACH,23,"MADHYA PRADESH, NIMACH",MADHYA PRADESH,9414429.756862756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,x23420,"MADHYA PRADESH, PANNA",6.82602123304E9,884627.45494,420,PANNA,23,"MADHYA PRADESH, PANNA",MADHYA PRADESH,2.012160867843138E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,x23421,"MADHYA PRADESH, RAISEN",8.15221413907E9,787204.114979,421,RAISEN,23,"MADHYA PRADESH, RAISEN",MADHYA PRADESH,2.218180965098044E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127,x23422,"MADHYA PRADESH, RAJGARH",5.92918066542E9,463591.495563,422,RAJGARH,23,"MADHYA PRADESH, RAJGARH",MADHYA PRADESH,9379605.866666675,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,x23423,"MADHYA PRADESH, RATLAM",4.66862353601E9,559323.236737,423,RATLAM,23,"MADHYA PRADESH, RATLAM",MADHYA PRADESH,7414402.647058843,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f,x23424,"MADHYA PRADESH, REWA",6.05596320337E9,658363.875647,424,REWA,23,"MADHYA PRADESH, REWA",MADHYA PRADESH,1.0957127725490196E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132,x23425,"MADHYA PRADESH, SAGAR",9.87221440974E9,1022387.60783,425,SAGAR,23,"MADHYA PRADESH, SAGAR",MADHYA PRADESH,8366714.337254905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a,x23426,"MADHYA PRADESH, SATNA",7.23577880465E9,1018097.64877,426,SATNA,23,"MADHYA PRADESH, SATNA",MADHYA PRADESH,9582687.603921589,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,x23427,"MADHYA PRADESH, SEHORE",6.31735156776E9,863302.649579,427,SEHORE,23,"MADHYA PRADESH, SEHORE",MADHYA PRADESH,3.686324927058822E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,x23428,"MADHYA PRADESH, SEONI",8.43027148059E9,705550.062739,428,SEONI,23,"MADHYA PRADESH, SEONI",MADHYA PRADESH,9084753.454901947,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140,x23429,"MADHYA PRADESH, SHAHDOL",5.46204726887E9,603888.986361,429,SHAHDOL,23,"MADHYA PRADESH, SHAHDOL",MADHYA PRADESH,1.6769081611764694E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,x23430,"MADHYA PRADESH, SHAJAPUR",3.32901591592E9,447265.160583,430,SHAJAPUR,23,"MADHYA PRADESH, SHAJAPUR",MADHYA PRADESH,2661704.662745097,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144,x23431,"MADHYA PRADESH, SHEOPUR",6.35871101875E9,548588.244768,431,SHEOPUR,23,"MADHYA PRADESH, SHEOPUR",MADHYA PRADESH,6.414108547450976E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147,x23432,"MADHYA PRADESH, SHIVPURI",9.89470146627E9,853079.685333,432,SHIVPURI,23,"MADHYA PRADESH, SHIVPURI",MADHYA PRADESH,1.4966314247058824E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a,x23433,"MADHYA PRADESH, SIDHI",4.59174550626E9,519227.094551,433,SIDHI,23,"MADHYA PRADESH, SIDHI",MADHYA PRADESH,3.383150617647061E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,x23638,"MADHYA PRADESH, SINGRAULI",5.54391386565E9,511442.161799,638,SINGRAULI,23,"MADHYA PRADESH, SINGRAULI",MADHYA PRADESH,2.2974756203921482E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165,x23434,"MADHYA PRADESH, TIKAMGARH",3.58044183041E9,422276.717262,434,TIKAMGARH,23,"MADHYA PRADESH, TIKAMGARH",MADHYA PRADESH,3974791.7843137234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b,x23435,"MADHYA PRADESH, UJJAIN",5.86714363821E9,723405.046575,435,UJJAIN,23,"MADHYA PRADESH, UJJAIN",MADHYA PRADESH,7746597.631372536,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c,x23436,"MADHYA PRADESH, UMARIA",4.40212414708E9,466708.658878,436,UMARIA,23,"MADHYA PRADESH, UMARIA",MADHYA PRADESH,8016309.611764695,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173,x23437,"MADHYA PRADESH, VIDISHA",7.02213850129E9,682297.631404,437,VIDISHA,23,"MADHYA PRADESH, VIDISHA",MADHYA PRADESH,1.0191253149019627E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d,x23414,"MADHYA PRADESH, WEST NIMAR",7.72728087324E9,675714.323097,414,WEST NIMAR,23,"MADHYA PRADESH, WEST NIMAR",MADHYA PRADESH,5.864963594901961E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8,x23722,"MADHYA PRADESH, NIVARI",1.27195199315E9,478725.88532,722,NIVARI,23,"MADHYA PRADESH, NIVARI",MADHYA PRADESH,7978136.54117648,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,x27466,"MAHARASHTRA, AHAMADNAGAR",1.65507973486E10,1367396.16826,466,AHAMADNAGAR,27,"MAHARASHTRA, AHAMADNAGAR",MAHARASHTRA,2.34159479764706E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,x27467,"MAHARASHTRA, AKOLA",5.24708231811E9,611947.200511,467,AKOLA,27,"MAHARASHTRA, AKOLA",MAHARASHTRA,8621310.407843143,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,x27468,"MAHARASHTRA, AMARAVATI",1.17623890919E10,932435.49998,468,AMARAVATI,27,"MAHARASHTRA, AMARAVATI",MAHARASHTRA,9753581.321568627,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be,x27469,"MAHARASHTRA, AURANGABAD",9.77829657599E9,863383.818773,469,AURANGABAD,27,"MAHARASHTRA, AURANGABAD",MAHARASHTRA,1.7970261572549026E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7,x27471,"MAHARASHTRA, BHANDARA",3.98787595798E9,500711.942435,471,BHANDARA,27,"MAHARASHTRA, BHANDARA",MAHARASHTRA,3.1107305458823536E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,x27470,"MAHARASHTRA, BID",1.02765728455E10,931334.13519,470,BID,27,"MAHARASHTRA, BID",MAHARASHTRA,2.2995243113725513E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,x27472,"MAHARASHTRA, BULDHANA",9.40129979044E9,748817.147515,472,BULDHANA,27,"MAHARASHTRA, BULDHANA",MAHARASHTRA,1.48659439098039E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf,x27473,"MAHARASHTRA, CHANDRAPUR",1.09760020071E10,678345.456653,473,CHANDRAPUR,27,"MAHARASHTRA, CHANDRAPUR",MAHARASHTRA,1.0350978461960793E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,x27474,"MAHARASHTRA, DHULE",6.92896348086E9,615312.933892,474,DHULE,27,"MAHARASHTRA, DHULE",MAHARASHTRA,3.4153150686274506E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,x27475,"MAHARASHTRA, GADCHIROLI",1.4017683711E10,920122.858807,475,GADCHIROLI,27,"MAHARASHTRA, GADCHIROLI",MAHARASHTRA,1.8713472383137253E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,x27476,"MAHARASHTRA, GONDIA",4.99532613493E9,527555.690964,476,GONDIA,27,"MAHARASHTRA, GONDIA",MAHARASHTRA,6792478.792156869,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,x27477,"MAHARASHTRA, HINGOLI",4.55553334749E9,498581.111436,477,HINGOLI,27,"MAHARASHTRA, HINGOLI",MAHARASHTRA,8647922.035294104,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,x27478,"MAHARASHTRA, JALGAON",1.13697813853E10,824987.501403,478,JALGAON,27,"MAHARASHTRA, JALGAON",MAHARASHTRA,7.117450098039211E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,x27479,"MAHARASHTRA, JALNA",7.41996677288E9,700656.759192,479,JALNA,27,"MAHARASHTRA, JALNA",MAHARASHTRA,2.026174417254902E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ff,x27480,"MAHARASHTRA, KOLHAPUR",7.5062086198E9,945182.456423,480,KOLHAPUR,27,"MAHARASHTRA, KOLHAPUR",MAHARASHTRA,8564014.027450968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,x27481,"MAHARASHTRA, LATUR",6.99188139098E9,549557.848138,481,LATUR,27,"MAHARASHTRA, LATUR",MAHARASHTRA,9320565.807843152,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215,x27482,"MAHARASHTRA, MUMBAI CITY",6.20338592334E7,61422.9777795,482,MUMBAI CITY,27,"MAHARASHTRA, MUMBAI CITY",MAHARASHTRA,1429.5607843137261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a,x27484,"MAHARASHTRA, NAGPUR",9.53867232058E9,650985.898037,484,NAGPUR,27,"MAHARASHTRA, NAGPUR",MAHARASHTRA,1.9622962611764695E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d,x27485,"MAHARASHTRA, NANDED",1.01993216606E10,1053017.43073,485,NANDED,27,"MAHARASHTRA, NANDED",MAHARASHTRA,8.961646214117627E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021e,x27486,"MAHARASHTRA, NANDURBAR",5.73640113856E9,723808.465229,486,NANDURBAR,27,"MAHARASHTRA, NANDURBAR",MAHARASHTRA,4.0157741803921536E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021f,x27487,"MAHARASHTRA, NASHIK",1.49798517716E10,897467.638098,487,NASHIK,27,"MAHARASHTRA, NASHIK",MAHARASHTRA,7936510.439215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,x27488,"MAHARASHTRA, USMANABAD",7.35856206719E9,812462.780992,488,USMANABAD,27,"MAHARASHTRA, USMANABAD",MAHARASHTRA,4409606.431372543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000225,x27665,"MAHARASHTRA, PALGHAR",5.09456881094E9,473314.444913,665,PALGHAR,27,"MAHARASHTRA, PALGHAR",MAHARASHTRA,2938276.3529411764,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a,x27489,"MAHARASHTRA, PARBHANI",6.10520672199E9,595317.48249,489,PARBHANI,27,"MAHARASHTRA, PARBHANI",MAHARASHTRA,6.737983900392166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231,x27490,"MAHARASHTRA, PUNE",1.51817924608E10,1021913.71844,490,PUNE,27,"MAHARASHTRA, PUNE",MAHARASHTRA,2.433704976862752E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235,x27491,"MAHARASHTRA, RAYGAD",6.77238090046E9,712807.604282,491,RAYGAD,27,"MAHARASHTRA, RAYGAD",MAHARASHTRA,2115282.741176471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,x27492,"MAHARASHTRA, RATNAGIRI",8.08175731055E9,733803.821237,492,RATNAGIRI,27,"MAHARASHTRA, RATNAGIRI",MAHARASHTRA,3395397.2156862738,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e,x27493,"MAHARASHTRA, SANGLI",8.39193025502E9,947268.375846,493,SANGLI,27,"MAHARASHTRA, SANGLI",MAHARASHTRA,1.0540314384313721E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242,x27494,"MAHARASHTRA, SATARA",1.01946588591E10,725488.712661,494,SATARA,27,"MAHARASHTRA, SATARA",MAHARASHTRA,7249657.780392166,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,x27495,"MAHARASHTRA, SINDHUDURG",5.00089103416E9,607457.841605,495,SINDHUDURG,27,"MAHARASHTRA, SINDHUDURG",MAHARASHTRA,1511608.5764705872,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a,x27496,"MAHARASHTRA, SOLAPUR",1.4450282152E10,1286705.84716,496,SOLAPUR,27,"MAHARASHTRA, SOLAPUR",MAHARASHTRA,7.693527648235275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,x27483,"MAHARASHTRA, SUB URBAN MUMBAI",4.18051976499E8,118690.855653,483,SUB URBAN MUMBAI,27,"MAHARASHTRA, SUB URBAN MUMBAI",MAHARASHTRA,22747.80784313725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,x27497,"MAHARASHTRA, THANE",4.13610017966E9,438859.059026,497,THANE,27,"MAHARASHTRA, THANE",MAHARASHTRA,3353386.2431372553,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,x27498,"MAHARASHTRA, WARDHA",6.08317272876E9,494888.00371,498,WARDHA,27,"MAHARASHTRA, WARDHA",MAHARASHTRA,1.3351529831372555E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,x27499,"MAHARASHTRA, WASHIM",4.95581138429E9,600302.4452,499,WASHIM,27,"MAHARASHTRA, WASHIM",MAHARASHTRA,2932784.650980389,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261,x27500,"MAHARASHTRA, YAVATMAL",1.31216393037E10,928990.412983,500,YAVATMAL,27,"MAHARASHTRA, YAVATMAL",MAHARASHTRA,4.567173201568628E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,x14252,"MANIPUR, BISHNUPUR",4.61820332272E8,158213.286308,252,BISHNUPUR,14,"MANIPUR, BISHNUPUR",MANIPUR,1655724.901960783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,x14253,"MANIPUR, CHANDEL",1.89650241881E9,237512.985874,253,CHANDEL,14,"MANIPUR, CHANDEL",MANIPUR,2239142.247058824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,x14254,"MANIPUR, CHURACHANDPUR",2.34183774798E9,288454.45405,254,CHURACHANDPUR,14,"MANIPUR, CHURACHANDPUR",MANIPUR,1384300.7098039219,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,x14256,"MANIPUR, IMPHAL WEST",4.68816414148E8,195028.390398,256,IMPHAL WEST,14,"MANIPUR, IMPHAL WEST",MANIPUR,490385.40784313774,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6,x14255,"MANIPUR, IMPHAL EAST",4.16259005407E8,179407.796001,255,IMPHAL EAST,14,"MANIPUR, IMPHAL EAST",MANIPUR,732304.7529411763,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7,x14713,"MANIPUR, JIRIBAM",2.83570156561E8,135285.963501,713,JIRIBAM,14,"MANIPUR, JIRIBAM",MANIPUR,1579768.937254902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,x14260,"MANIPUR, UKHRUL",2.01147067078E9,269579.396475,260,UKHRUL,14,"MANIPUR, UKHRUL",MANIPUR,796010.937254902,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243,x14257,"MANIPUR, SENAPATI",1.68336728612E9,240669.076361,257,SENAPATI,14,"MANIPUR, SENAPATI",MANIPUR,671817.4313725488,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,x14258,"MANIPUR, TAMENGLONG",2.90183087708E9,377796.105229,258,TAMENGLONG,14,"MANIPUR, TAMENGLONG",MANIPUR,3343439.7921568607,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253,x14259,"MANIPUR, THOUBAL",3.78152455384E8,130368.883967,259,THOUBAL,14,"MANIPUR, THOUBAL",MANIPUR,504918.4745098037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,x14717,"MANIPUR, KAMJONG",2.29104622812E9,238791.207687,717,KAMJONG,14,"MANIPUR, KAMJONG",MANIPUR,781960.3294117656,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c,x14714,"MANIPUR, NONEI",1.1336517756E9,208746.501245,714,NONEI,14,"MANIPUR, NONEI",MANIPUR,3351199.721568627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,x14715,"MANIPUR, PHERZAWL",2.06270791589E9,276653.030631,715,PHERZAWL,14,"MANIPUR, PHERZAWL",MANIPUR,9576775.317647055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e,x14716,"MANIPUR, TENGNOUPAL",1.18278507336E9,180746.759576,716,TENGNOUPAL,14,"MANIPUR, TENGNOUPAL",MANIPUR,188266.25490196064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f,x14712,"MANIPUR, KANGPOKPI",1.66586494194E9,509252.091879,712,KANGPOKPI,14,"MANIPUR, KANGPOKPI",MANIPUR,376469.4039215677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000270,x14711,"MANIPUR, KAKCHING",3.07735976305E8,116224.397022,711,KAKCHING,14,"MANIPUR, KAKCHING",MANIPUR,341207.72941176477,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,x17273,"MEGHALAYA, EAST GARO HILLS",1.52177845958E9,241796.988966,273,EAST GARO HILLS,17,"MEGHALAYA, EAST GARO HILLS",MEGHALAYA,346982.4078431375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,x17274,"MEGHALAYA, EAST KHASI HILLS",2.73597947727E9,331204.469585,274,EAST KHASI HILLS,17,"MEGHALAYA, EAST KHASI HILLS",MEGHALAYA,734025.231372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,x17657,"MEGHALAYA, EAST JAINTIA HILLS",1.93729311624E9,266454.388424,657,EAST JAINTIA HILLS,17,"MEGHALAYA, EAST JAINTIA HILLS",MEGHALAYA,583734.8705882364,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156,x17277,"MEGHALAYA, SOUTH GARO HILLS",1.76502538745E9,286551.38231,277,SOUTH GARO HILLS,17,"MEGHALAYA, SOUTH GARO HILLS",MEGHALAYA,1234452.7450980383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,x17278,"MEGHALAYA, WEST GARO HILLS",2.5591813966E9,363414.270078,278,WEST GARO HILLS,17,"MEGHALAYA, WEST GARO HILLS",MEGHALAYA,517773.38823529455,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c,x17279,"MEGHALAYA, WEST KHASI HILLS",3.77264606701E9,414577.576695,279,WEST KHASI HILLS,17,"MEGHALAYA, WEST KHASI HILLS",MEGHALAYA,1243194.7529411772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,x17276,"MEGHALAYA, RI-BHOI",2.28235241565E9,404635.826002,276,RI-BHOI,17,"MEGHALAYA, RI-BHOI",MEGHALAYA,1089038.3764705881,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,x17658,"MEGHALAYA, SOUTH WEST KHASI HILLS",1.256652986E9,248011.35333,658,SOUTH WEST KHASI HILLS,17,"MEGHALAYA, SOUTH WEST KHASI HILLS",MEGHALAYA,934866.921568628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192,x17663,"MEGHALAYA, SOUTH WEST GARO HILLS",8.05376078214E8,145899.015702,663,SOUTH WEST GARO HILLS,17,"MEGHALAYA, SOUTH WEST GARO HILLS",MEGHALAYA,154965.9411764706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193,x17656,"MEGHALAYA, NORTH GARO HILLS",1.20117409544E9,282971.272839,656,NORTH GARO HILLS,17,"MEGHALAYA, NORTH GARO HILLS",MEGHALAYA,305183.49803921604,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,x17275,"MEGHALAYA, WEST JAINTIA HILLS",1.73029207837E9,299814.132442,275,WEST JAINTIA HILLS,17,"MEGHALAYA, WEST JAINTIA HILLS",MEGHALAYA,588133.8941176471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,x15262,"MIZORAM, CHAMPHAI",3.26984621401E9,417447.646273,262,CHAMPHAI,15,"MIZORAM, CHAMPHAI",MIZORAM,2184348.7490196098,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135,x15267,"MIZORAM, SAIHA",1.47279772522E9,279456.276159,267,SAIHA,15,"MIZORAM, SAIHA",MIZORAM,7517010.325490201,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182,x15264,"MIZORAM, LAWNGTLAI",2.33388514033E9,511194.198489,264,LAWNGTLAI,15,"MIZORAM, LAWNGTLAI",MIZORAM,6825274.607843129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183,x15268,"MIZORAM, SERCHHIP",1.38974156405E9,315614.096003,268,SERCHHIP,15,"MIZORAM, SERCHHIP",MIZORAM,886751.5058823524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184,x15263,"MIZORAM, KOLASIB",1.43354599208E9,275719.081131,263,KOLASIB,15,"MIZORAM, KOLASIB",MIZORAM,1216922.1647058823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,x15266,"MIZORAM, MAMIT",2.94874211894E9,420838.467991,266,MAMIT,15,"MIZORAM, MAMIT",MIZORAM,1853878.513725489,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186,x15265,"MIZORAM, LUNGLEI",4.36322008477E9,483877.324104,265,LUNGLEI,15,"MIZORAM, LUNGLEI",MIZORAM,9731778.635294119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,x15261,"MIZORAM, AIZAWL",3.06362284213E9,553757.087176,261,AIZAWL,15,"MIZORAM, AIZAWL",MIZORAM,4217492.196078432,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,x13613,"NAGALAND, PAREN",1.75839740613E9,291328.073478,613,PAREN,13,"NAGALAND, PAREN",NAGALAND,1033426.5411764701,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc,x13248,"NAGALAND, PHEK",1.80158266452E9,289810.111563,248,PHEK,13,"NAGALAND, PHEK",NAGALAND,2106235.1803921554,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000213,x13250,"NAGALAND, WOKHA",1.54810397991E9,255022.831654,250,WOKHA,13,"NAGALAND, WOKHA",NAGALAND,2042839.5490196075,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262,x13244,"NAGALAND, DIMAPUR",7.3410444928E8,260538.99712,244,DIMAPUR,13,"NAGALAND, DIMAPUR",NAGALAND,609281.3921568624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,x13245,"NAGALAND, KOHIMA",1.26474830239E9,220033.109146,245,KOHIMA,13,"NAGALAND, KOHIMA",NAGALAND,262172.81960784324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264,x13614,"NAGALAND, KIPHIRE",1.08731639608E9,191252.727412,614,KIPHIRE,13,"NAGALAND, KIPHIRE",NAGALAND,2000995.5686274506,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265,x13251,"NAGALAND, ZUNHEBOTO",1.51633211581E9,299587.30264,251,ZUNHEBOTO,13,"NAGALAND, ZUNHEBOTO",NAGALAND,766468.7490196078,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266,x13246,"NAGALAND, MOKOKCHUNG",1.54521128671E9,306785.579198,246,MOKOKCHUNG,13,"NAGALAND, MOKOKCHUNG",NAGALAND,499043.2823529406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,x13247,"NAGALAND, MON",2.09791519503E9,297229.426625,247,MON,13,"NAGALAND, MON",NAGALAND,1058333.196078431,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268,x13249,"NAGALAND, TUENSANG",2.05352453316E9,275601.531757,249,TUENSANG,13,"NAGALAND, TUENSANG",NAGALAND,613532.7803921567,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b,x13615,"NAGALAND, LONGLENG",5.64216056718E8,186647.283069,615,LONGLENG,13,"NAGALAND, LONGLENG",NAGALAND,785011.9254901952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,x21344,"ODISHA, ANUGUL",6.1443418831E9,605948.929708,344,ANUGUL,21,"ODISHA, ANUGUL",ODISHA,6.626865976078433E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,x21345,"ODISHA, BOLANGIR (BALANGIR)",6.31835775731E9,560766.022679,345,BOLANGIR (BALANGIR),21,"ODISHA, BOLANGIR (BALANGIR)",ODISHA,1.0364655933333334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,x21346,"ODISHA, BALASORE (BALESHWAR)",3.5813495974E9,554559.334113,346,BALASORE (BALESHWAR),21,"ODISHA, BALASORE (BALESHWAR)",ODISHA,1.4300609866666656E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,x21347,"ODISHA, BARAGARH",5.62467439232E9,603877.347305,347,BARAGARH,21,"ODISHA, BARAGARH",ODISHA,1.279387778431372E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,x21348,"ODISHA, BHADRAK",2.41582802529E9,356631.204184,348,BHADRAK,21,"ODISHA, BHADRAK",ODISHA,7088652.921568622,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,x21350,"ODISHA, CUTTACK",3.7200480227E9,623347.49238,350,CUTTACK,21,"ODISHA, CUTTACK",ODISHA,1.853036418313723E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,x21351,"ODISHA, DEOGARH",2.84743241571E9,409810.126003,351,DEOGARH,21,"ODISHA, DEOGARH",ODISHA,1.1897099098039227E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,x21352,"ODISHA, DHENKANAL",4.29997717251E9,407088.676251,352,DHENKANAL,21,"ODISHA, DHENKANAL",ODISHA,3.427093999607847E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,x21353,"ODISHA, GAJAPATI",4.00140996253E9,505662.570221,353,GAJAPATI,21,"ODISHA, GAJAPATI",ODISHA,2382890.1843137303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,x21354,"ODISHA, GANJAM",8.11539115029E9,679720.081487,354,GANJAM,21,"ODISHA, GANJAM",ODISHA,7900004.572549021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,x21355,"ODISHA, JAGATSINGHPUR",1.6740957987E9,262528.018579,355,JAGATSINGHPUR,21,"ODISHA, JAGATSINGHPUR",ODISHA,5076941.50588235,"{""type"":""MultiPoint"",""coordinates"":[]}"
