DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2023-0341-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Leshan City (Sichuan province); Yiliang County (Yunnan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,1,2023,6,5,25,,,,,,,,,,,97.13499264,,2023-06-28,2023-09-26
2023-0342-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000094,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Atacames, Esmeraldas, Quinindé and Muisne",Heavy rains,,No,No,No,,,Km2,,,,2023,6,1,2023,6,8,,,14186,,14186,,,,,,,97.13499264,"[{""adm2_code"":15384,""adm2_name"":""Atacames""},{""adm2_code"":15388,""adm2_name"":""Muisne""},{""adm2_code"":22044,""adm2_name"":""Esmeraldas""},{""adm2_code"":22046,""adm2_name"":""Quininde""}]",2023-06-28,2025-07-16
2023-0352-ZAF,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Phoenix, Inanda, Ntuzuma, KwaMashu, Pinetown, Folweni, and the north of Durban (KwaZulu-Natal Province)",,Flood,No,No,No,,,Kph,,,,2023,6,27,2023,6,29,5,,,150,150,,,,,,,97.13499264,,2023-06-29,2025-03-18
2023-0353-IRN,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Zabol, Zahak, Hamoun, Hirmand and Nimrouz (Sistan and Baluchistan province)",,,No,No,No,,,Kph,,,,2023,6,26,2023,6,29,,1050,,,1050,,,,,,,97.13499264,,2023-06-29,2023-09-26
2023-0354-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Balochistan, Khyber Pakhtunkhwa, and Punjab",Pre-monsoon rain,,No,No,No,,,Km2,,,,2023,6,10,2023,6,29,33,48,150,,198,,,,,,,97.13499264,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2023-06-29,2023-09-26
2023-0357-CHN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CHN,China,Eastern Asia,Asia,"Wenchuan County, Miansi Municipality and the Weizhou Municipality ((Sichuan Province)",Heavy rains,,No,No,No,,,,,,,2023,6,27,2023,6,28,7,,900,,900,,,,,,,97.13499264,,2023-06-29,2023-09-26
2023-0359-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Mandi, Solan and Hamirpur districts (Himachal Pradesh); Uttarakhand, Punjab, NewDelhi, Haryana",Monsoon rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,26,2023,7,12,62,,5,,5,,,,,3000,3088,97.13499264,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17668,""adm2_name"":""Hamirpur""},{""adm2_code"":17673,""adm2_name"":""Mandi""},{""adm2_code"":17676,""adm2_name"":""Solan""}]",2023-06-29,2024-10-28
2023-0360-BRB,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bret',BRB,Barbados,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2023,6,22,2023,6,23,,,179,,179,,,,,,,97.13499264,,2023-06-29,2023-09-26
2023-0360-VCT,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bret',VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2023,6,22,2023,6,23,,,150,,150,,,,,,,97.13499264,,2023-06-29,2023-09-26
2023-0362-CHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000110,,CHL,Chile,Latin America and the Caribbean,Americas,"Libertador, Maule, Metropolitana; Valparaíso; Nuble",Heavy rains,,No,No,No,,,Km2,,,"Aconcagua; Maipo; Mapocho; Tinguiriricq; Cachapoal; Mataquito, Achibueno, Putagán, Ancoa, Longaví ; Ñuble, Chillán, Diguillín; Laja, Duqueco, Biobío, Carampangue, Ranas, and Curanilahue rivers",2023,6,21,2023,6,25,4,,21673,,21673,,,,,765000,787564,97.13499264,"[{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm2_code"":12947,""adm2_name"":""Ñuble""}]",2023-06-29,2025-06-25
2023-0364-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Florida, Arizona, New Mexico, Kansas, Oklahoma, and southern California",,Pollution,No,No,No,,56.7,°C,,,,2023,6,,2023,7,,14,,,,,,,,,,,97.13499264,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2023-06-30,2023-09-26
2023-0365-GTM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Alta Verapaz, Escuintla, Baja Verapaz, Guatemala, Suchitepéques, Zacapa and Totonicapán Departments",Heavy rains,,No,No,No,,,Km2,,,,2023,5,,2023,10,11,78,5,4400000,,4400005,,,,,,,97.13499264,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64825,""adm1_name"":""Escuintla""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64835,""adm1_name"":""Baja Verapaz""},{""adm1_code"":64836,""adm1_name"":""Alta Verapaz""},{""adm1_code"":64839,""adm1_name"":""Zacapa""}]",2023-06-30,2023-11-14
2023-0366-IDN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IDN,Indonesia,South-eastern Asia,Asia,Batam City (Riau Islands),,Flood|Lightening,No,No,No,,,Kph,,,,2023,6,24,2023,6,26,,7,330,,337,,,,,,,97.13499264,,2023-06-30,2023-09-26
2023-0368-GHA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GHA,Ghana,Sub-Saharan Africa,Africa,"Western, Ashanti and Greater Accra Regions",Heavy rains,,No,No,No,,,Km2,,,,2023,6,21,2023,6,26,8,,250,,250,,,,,,,97.13499264,"[{""adm1_code"":1324,""adm1_name"":""Ashanti""},{""adm1_code"":1328,""adm1_name"":""Greater Accra""},{""adm1_code"":1333,""adm1_name"":""Western""}]",2023-06-30,2023-09-26
2023-0370-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Montana, Wyoming, South Dakota, Nebraska, Minnesota, Ohio, Tennessee, Oklahoma, Wyoming, Colorado, Indiana, Kentucky, Arkansas",,Hail,No,No,No,,,Kph,,,,2023,6,23,2023,6,29,8,100,,,100,,,,,5300000,5456324,97.13499264,,2023-06-30,2024-01-18
2023-0384-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000072,,YEM,Yemen,Western Asia,Asia,"Hajjah, Marib, Hodeidah, Al Bayda, Al Jawf, Sana'a, Amran, Sa’ada, Ibb, Taiz, Dhamar, Shabwa and Al Mahwit governorates",Heavy rains,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,3,,2023,9,,248,183,308000,,308183,,,,,,,97.13499264,,2023-07-03,2024-04-02
2023-0389-DOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000103,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Azua, Barahona, Bahoruco, Dajabón, Elías Piña, Espaillat, Independencia, La Vega, Pedernales, Santiago, and Santiago Rodríguez",,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2023,6,2,2023,6,9,1,,289083,,289083,,,,,,,97.13499264,"[{""adm1_code"":1108,""adm1_name"":""Azua""},{""adm1_code"":1109,""adm1_name"":""Baoruco""},{""adm1_code"":1110,""adm1_name"":""Barahona""},{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1115,""adm1_name"":""Espaillat""},{""adm1_code"":1116,""adm1_name"":""Independencia""},{""adm1_code"":1118,""adm1_name"":""Elias Pina""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1123,""adm1_name"":""Pedernales""},{""adm1_code"":1129,""adm1_name"":""San Juan""},{""adm1_code"":1132,""adm1_name"":""Santiago""},{""adm1_code"":1133,""adm1_name"":""Santiago Rodriguez""}]",2023-07-03,2025-06-25
2023-0391-VEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,El Callao City (Bolivar State),,Industrial accidents,No,No,No,,,Km2,,,,2023,6,1,2023,6,5,12,,112,,112,,,,,,,97.13499264,"[{""adm2_code"":31914,""adm2_name"":""El Callao""}]",2023-07-03,2023-09-26
2023-0408-SRB,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000108,,SRB,Serbia,Southern Europe,Europe,"Borski, Branicevski, Grad Beograd, Jablanicki, Kolubarski, Macvanski, Moravicki, Nisavski, Pcinjski, Pirotski, Pomoravski, Rasinski, Raski, Sumadijski, Toplicki, Zajecarski, Zlatiborski, Ivanjica, Svilajnac, Para?in, ?uprija, Ku?evo, Lazarevac, Novi Pazar, Despotovac, Lebane, Koceljeva, Varvarin, Zitoradja, ?i?evac, Jagodina, Kragujevac, Vucitrn, Lucani, Krusevac, Mladenovac, Rekovac, Vladimirci, Blace, Požega, Kraljevo, Priboj, Doljevac, Medvedja, Arilje, Vladicin Han, Kosjeric, Arandjelovac, Sokobanja, Sjenica, Boljevac, Prokuplje, and Trstenik",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,6,4,2023,6,16,,,15432,,15432,,,,,,,97.13499264,,2023-07-04,2024-10-28
2023-0409-ARM,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,GLIDE:ST-2023-000106,,ARM,Armenia,Western Asia,Asia,"Lori, Tavush, Syunik, Shirak",,Flood,No,No,No,,,Kph,,,,2023,6,15,2023,6,19,,,18000,,18000,,,,,,,97.13499264,"[{""adm1_code"":458,""adm1_name"":""Lori""},{""adm1_code"":460,""adm1_name"":""Shirak""},{""adm1_code"":461,""adm1_name"":""Syunik""},{""adm1_code"":462,""adm1_name"":""Tavush""}]",2023-07-04,2023-09-26
2023-0410-GEO,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2023-000107,,GEO,Georgia,Western Asia,Asia,"Batumi city/municipality (Adjara Autonomous Republic (A/R); Chokhatauri and Lanchkhuti municipalities (Guria Region); Lentekhi municipality (Racha-Lechkhumi); Kvemo Svaneti Region; Gurjaani Municipality (Kakheti Region); Kutaisi, Samtredia and Khoni Municipalities (Imereti Region); Abasha, Zugdidi, Martvili, Senaki, Chkhorotsku and Khobi municipalities (Samegrelo-Zemo Svaneti region); Lentekhi and Gurjaani municipalities",,"Hail|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,15,2023,6,16,,,350000,,350000,,,,,,,97.13499264,,2023-07-04,2023-09-26
2023-0411-ARG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000089,,ARG,Argentina,Latin America and the Caribbean,Americas,"Quilmes (Buenos Aires); Santa Fe, Córdoba, Entre Ríos, Neuquen",,Storm,No,No,No,,,Km2,,,,2023,5,29,2023,7,5,,,38000,,38000,,,,,,,97.13499264,"[{""adm1_code"":434,""adm1_name"":""Cordoba""},{""adm1_code"":436,""adm1_name"":""Entre Rios""},{""adm1_code"":443,""adm1_name"":""Neuquen""},{""adm1_code"":449,""adm1_name"":""Santa Fe""},{""adm2_code"":4477,""adm2_name"":""Quilmes""}]",2023-07-04,2023-09-26
2023-0412-GAB,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),GLIDE:ST-2023-000087,,GAB,Gabon,Sub-Saharan Africa,Africa,Haut Ogoue,,Flood,No,No,No,,,Kph,,,,2023,5,15,2023,5,15,,,3000,,3000,,,,,,,97.13499264,"[{""adm1_code"":1276,""adm1_name"":""Haut-Ogooue""}]",2023-07-04,2025-06-25
2023-0413-JPN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,JPN,Japan,Eastern Asia,Asia,"Yamaguchi Prefecture (Honshu); Oita Prefecture (Kyushu islands); Kumamoto City (Kumamoto Prefecture); Hiroshima, Yamaguchi, Fukuoka Saga, Oita",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,1,2023,7,7,6,18,4200,,4218,,,,,,,97.13499264,,2023-07-05,2023-09-26
2023-0417-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Sichuan, Henan, Hunan, Guizhou, Shaanxi and Yunan and the Inner Mongolia Autonomous Region",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,2,2023,7,5,21,,95000,14000,109000,,,,,,,97.13499264,,2023-07-05,2023-09-26
2023-0418-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Nan, Chanthaburi, Rayong, Krabi, Phang Nga, Trang, Satun and Nakhon Si Thammarat",Monsoonal rains,,No,No,No,,,Km2,,,,2023,7,3,2023,7,5,,,7650,,7650,,,,,,,97.13499264,"[{""adm1_code"":2858,""adm1_name"":""Chanthaburi""},{""adm1_code"":2867,""adm1_name"":""Krabi""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2881,""adm1_name"":""Nan""},{""adm1_code"":2889,""adm1_name"":""Phangnga""},{""adm1_code"":2902,""adm1_name"":""Rayong""},{""adm1_code"":2910,""adm1_name"":""Satun""},{""adm1_code"":2920,""adm1_name"":""Trang""}]",2023-07-05,2023-09-26
2023-0426-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Vermont, New York, Connecticut, Pennsylvania, Massachusetts, New Jersey, New Hampshire, Missouri, Illinois, Kentucky,Tennessee",Severe storms,,No,No,Yes,,,Km2,,,,2023,7,9,2023,7,18,10,,,,,,,,,2200000,2264889,97.13499264,,2023-07-13,2024-01-17
2023-0428-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand, Delhi, Bihar, Madyah Pradesh, Maharashtra, Chhattisgarh, Gujarat, Punjab, Karnataka, Assam",Monsoon rains,,No,No,No,,,Km2,,,,2023,6,25,2023,9,7,1529,,10250000,,10250000,,,,,,,97.13499264,,2023-07-14,2024-03-25
2023-0428-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Punjab, Khyber Pakhtunkhwa, Balochistan, Sindh Azad Jammu and Kashmir",Monsoon rain,,No,No,Yes,,,Km2,,,,2023,6,25,2023,9,7,217,320,28855,,29175,,,,,,,97.13499264,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":2277,""adm1_name"":""Sindh""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2023-07-13,2024-03-25
2023-0434-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Matriz de Camaragibe, Marechal Deodoro, São Miguel dos Milagres, União dos Palmares, Rio Largo, Atalaia, Cajueiro, Murici, and Jacuípe (Alagoas); Pernambuco",Heavy rains,Collapse,No,No,No,,,Km2,,,,2023,7,10,2023,7,14,14,,20000,,20000,,,,,,,97.13499264,"[{""adm1_code"":681,""adm1_name"":""Pernambuco""},{""adm2_code"":6358,""adm2_name"":""Atalaia""},{""adm2_code"":6367,""adm2_name"":""Cajueiro""},{""adm2_code"":6392,""adm2_name"":""Jacuipe""},{""adm2_code"":6405,""adm2_name"":""Marechal Deodoro""},{""adm2_code"":6408,""adm2_name"":""Matriz De Camaragibe""},{""adm2_code"":6412,""adm2_name"":""Murici""},{""adm2_code"":6436,""adm2_name"":""Rio Largo""},{""adm2_code"":6446,""adm2_name"":""Sao Miguel Dos Milagres""},{""adm2_code"":6454,""adm2_name"":""Uniao Dos Palmares""}]",2023-07-14,2023-09-26
2023-0435-MNG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000111,,MNG,Mongolia,Eastern Asia,Asia,"Ulaanbaatar, Selenge, Töv",Heavy rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2023,7,3,2023,7,14,,,288738,,288738,,,,,,,97.13499264,"[{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""}]",2023-07-14,2023-09-26
2023-0436-LKA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,LKA,Sri Lanka,Southern Asia,Asia,,,Lightening,No,No,No,,,Kph,,,,2023,7,4,2023,7,14,,,6631,,6631,,,,,,,97.13499264,,2023-07-14,2023-09-26
2023-0437-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem and Bangli (Bali Province); Lumajang (East Java Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,7,2023,7,14,6,7,510,,517,,,,,,,97.13499264,,2023-07-14,2023-09-26
2023-0438-ALB,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ALB,Albania,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,363,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-AUT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUT,Austria,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,486,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-BEL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BEL,Belgium,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,324,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-BGR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BGR,Bulgaria,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1670,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-CHE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CHE,Switzerland,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,294,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-CYP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CYP,Cyprus,Western Asia,Asia,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,151,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-CZE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CZE,Czechia,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,361,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-DEU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,DEU,Germany,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,6376,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-DNK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,DNK,Denmark,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,189,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-ESP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ESP,Spain,Southern Europe,Europe,"Figueres, Catalunya",,,No,No,No,,45.4,°C,,,,2023,7,,2023,8,,8352,,,,,,,,,,,97.13499264,,2023-07-24,2024-10-01
2023-0438-EST,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,EST,Estonia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,103,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-FIN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FIN,Finland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,138,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,42.8,°C,,,,2023,7,,2023,9,,2734,,,,,,,,,,,97.13499264,,2023-07-24,2024-10-01
2023-0438-GBR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1851,,,,,,,,,,,97.13499264,,2024-08-16,2024-10-01
2023-0438-GRC,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,GRC,Greece,Southern Europe,Europe,Crete,,,No,No,No,,44.2,°C,,,,2023,7,,2023,7,,4339,,,,,,,,,,,97.13499264,,2023-07-24,2024-10-01
2023-0438-HRV,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,HRV,Croatia,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,561,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-HUN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,HUN,Hungary,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,294,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-IRL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IRL,Ireland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,60,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-ISL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ISL,Iceland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,"Sardaigne, Sicile, Roe, Bologne, Pascara, Naples",,,No,No,No,,48.8,°C,,,,2023,7,12,2023,8,,12743,,,,,,,,,,,97.13499264,,2023-07-17,2024-10-01
2023-0438-LIE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LIE,Liechtenstein,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-LTU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LTU,Lithuania,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,247,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-LUX,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LUX,Luxembourg,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,33,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-LVA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LVA,Latvia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,58,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-MLT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,MLT,Malta,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,70,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-MNE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,MNE,Montenegro,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,41,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-NLD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,368,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-NOR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NOR,Norway,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,29,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-POL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,POL,Poland,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,616,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-PRT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PRT,Portugal,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1432,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
2023-0438-ROU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ROU,Romania,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,2585,,,,,,,,,,,97.13499264,,2024-08-13,2024-10-01
